id,text,author
id12305,I saw vessels near the shore and found myself suddenly transported back to the neighbourhood of civilized man.,MWS
id04613,Remember thou hast made me more powerful than thyself; my height is superior to thine my joints more supple.,MWS
id22214,Of genuine blood there was none; only the foetid greenish yellow ichor which trickled along the painted floor beyond the radius of the stickiness and left a curious discolouration behind it.,HPL
id25161,It was by the light of candles that I read I recall the relentless dripping of the wax and there were chimes that came every now and then from distant belfries.,HPL
id10263,Nor did this seem extravagant.,MWS
id18169,If I ventured to enquire he would either leave me or press his finger on his lips and with a deprecating look that I could not resist turn away.,MWS
id24051,Our friend here can surely comprehend you without all this.,EAP
id24020,All was uproar crime remorse and hate yet still the tenderest love; and what first awoke me to the firm resolve of conquering my passion and of restoring her father to my child was the sight of your bitter and sympathizing sorrows.,MWS
id24836,There is in the land of Mnar a vast still lake that is fed by no stream and out of which no stream flows.,HPL
id12205,I was pouring something from one test tube to another and West was busy over the alcohol blast lamp which had to answer for a Bunsen burner in this gasless edifice when from the pitch black room we had left there burst the most appalling and daemoniac succession of cries that either of us had ever heard.,HPL
id05344,If it had only snarled or bayed or laughed titteringly even that would have relieved the abysmal hideousness.,HPL
id08576,Thus then I should meet this titled stripling the son of my father's friend.,MWS
id18024,Above the distant chanting and the nearer praying of Joe Mazurewicz came another sound a stealthy determined scratching in the partitions.,HPL
id25335,placed in our hands such portion as details the following up of the apparently slight clew obtained by Dupin.,EAP
id18905,How I often asked myself could the stolid imagination of a Catskill degenerate conjure up sights whose very possession argued a lurking spark of genius?,HPL
id03072,"I vaow afur Gawd I dun't know what he wants nor what he's a tryin' to dew.""",HPL
id27640,Sometimes in the throes of a nightmare when unseen powers whirl one over the roofs of strange dead cities toward the grinning chasm of Nis it is a relief and even a delight to shriek wildly and throw oneself voluntarily along with the hideous vortex of dream doom into whatever bottomless gulf may yawn.,HPL
id10476,No one certainly ever enjoyed the pleasures of composition more intensely than I.,MWS
id02625,On the night of September   I heard a knock at my chamber door.,HPL
id27576,From that chamber and from that mansion I fled aghast.,EAP
id21215,She was not sanguine but secure; and the expectation of seeing the lover she had banished the husband friend heart's companion from whom she had long been alienated wrapt her senses in delight her mind in placidity.,MWS
id26396,I felt light and hunger and thirst and darkness; innumerable sounds rang in my ears and on all sides various scents saluted me; the only object that I could distinguish was the bright moon and I fixed my eyes on that with pleasure.,MWS
id06923,Under the idea of initiating me in the scene of English politics and society of which I was soon to become a part he narrated a number of anecdotes and sketched many characters; his discourse rich and varied flowed on pervading all my senses with pleasure.,MWS
id05449,In order to reach it he said he would soar through abysses of emptiness burning every obstacle that stood in his way.,HPL
id12486,"Shutting the door he approached me and said in a smothered voice ""You have destroyed the work which you began; what is it that you intend?",MWS
id15691,As I spoke I fixed my eyes upon his countenance and his exquisite beauty the heavenly compassion that beamed from his eyes his gentle yet earnest look of deprecation and wonder even before he spoke wrought a change in my high strained feelings taking from me all the sterness of despair and filling me only with the softest grief.,MWS
id06530,In general this motion is the universal thought of the universal mind.,EAP
